imdb_title_id	title	original_title	year	date_published	genre	duration	country	language	director	writer	production_company	actors	description	avg_vote	votes	reviews_from_users	reviews_from_critics
tt0002646	Atlantis	Atlantis	1913	12/26/1913	Drama	121	Denmark	Danish	August Blom	"Axel Garde, Gerhart Hauptmann"	Nordisk Film	"Olaf Fønss, Ida Orloff, Ebba Thomsen, Carl Lauritzen, Frederik Jacobsen, Charles Unthan, Torben Meyer, Svend Bille, Oluf Billesborg, Maja Bjerre-Lind, Cajus Bruun, Michael Curtiz, Marie Dinesen, Vera Esbøll, Lily Frederiksen"	"After Dr. Friedrich's wife becomes mentally unstable and his research papers are rejected, he leaves the country to respite."	6.6	331	9	9
tt0002844	Fantômas - À l'ombre de la guillotine	Fantômas - À l'ombre de la guillotine	1913	5/12/1913	"Crime, Drama"	54	France	French	Louis Feuillade	"Marcel Allain, Louis Feuillade"	Société des Etablissements L. Gaumont	"René Navarre, Edmund Breon, Georges Melchior, Renée Carl, Jane Faber, André Volbert, Naudier, Maillard, Yvette Andréyor, André Luguet"	Inspector Juve is tasked to investigate and capture an infamous criminal Fantomas.	7	1944	9	28
tt0003014	Il calvario di una madre	Ingeborg Holm	1913	10/18/1915	Drama	96	Sweden		Victor Sjöström	Nils Krok	Svenska Biografteatern AB	"Hilda Borgström, Aron Lindgren, Erik Lindholm, Georg Grönroos, William Larsson, Richard Lund, Carl Barcklind, Hugo Björne, Bertil Malmstedt"	Single mother is separated from her children due to financial struggles.	7.1	948	16	7
tt0003037	Juve contre Fantômas	Juve contre Fantômas	1913	9/8/1913	"Crime, Drama"	61	France	French	Louis Feuillade	"Marcel Allain, Louis Feuillade"	Société des Etablissements L. Gaumont	"René Navarre, Edmund Breon, Georges Melchior, Renée Carl, Yvette Andréyor, Laurent Morléas"	"In Part Two of Louis Feuillade's 5 1/2-hour epic follows FantÃ'mas, the criminal lord of Paris, master of disguise, the creeping assassin in black, as he is pursued by the equally resourceful Inspector Juve."	7	1349	8	23
tt0003102	Ma l'amor mio non muore...	Ma l'amor mio non muore...	1914	1/1/1914	Drama	90	Italy	Italian	Mario Caserini	"Emiliano Bonetti, G. Monleone"	Film Artistica Gloria	"Lyda Borelli, Mario Bonnard, Gian Paolo Rosmino, Vittorio Rossi Pianelli, Dante Cappelli, Maria Caserini, Camillo De Riso, Emilio Petacci, Antonio Monti, Letizia Quaranta, Felice Metellio, Gentile Miotti"	"Leslie Swayne, an adventurer, in order to obtain enough money to satisfy the needs of his extravagant life, has been bribed to steal the plans of the fortification from the staff officers ..."	6.2	100		4
tt0003131	Maudite soit la guerre	Maudite soit la guerre	1914	5/1/1914	"Drama, War"	50	Belgium	French	Alfred Machin	Alfred Machin	Belge Cinéma Film	"Baert, Suzanne Berni, Fernand Crommelynck, Nadia D'Angely, Henri Goidsen, Albert Hendrickx, Maurice Auzat, Renée Bailly, Georges Etienne, Zizi Festerat, Lucien Mussière, Réginald, Jane Tony"	"An army pilot is on a visit at the home of another army pilot in the neighboured country. He falls in love with his sister. After the outbreak of a war between the two countries, her ..."	6.5	124	2	2
tt0003165	Le mort qui tue	Le mort qui tue	1913	11/6/1913	"Crime, Drama, Mystery"	90	France	French	Louis Feuillade	"Marcel Allain, Louis Feuillade"	Société des Etablissements L. Gaumont	"René Navarre, Edmund Breon, Georges Melchior, André Luguet, Luitz-Morat, Naudier, Armand Dutertre, Renée Carl, Fabienne Fabrèges, Jane Faber, Marie Dorly, Édouard Mathé"	"After a body disappears from inside the prison, a series of crimes take place, all seemingly by the dead man. With Juve presumed dead, Fandor must investigate alone. Will Fantomas finally be brought to justice?"	7	1050	6	18
tt0003167	Amore di madre	"Home, Sweet Home"	1914	5/17/1914	Drama	55	USA	English	D.W. Griffith	"D.W. Griffith, H.E. Aitken"	Majestic Motion Picture Company	"Henry B. Walthall, Josephine Crowell, Lillian Gish, Dorothy Gish, Fay Tincher, Mae Marsh, Spottiswoode Aitken, Robert Harron, Miriam Cooper, Mary Alden, Donald Crisp, James Kirkwood, Jack Pickford, Fred Burns, Courtenay Foote"	"John Howard Payne at his most miserable point in life, writes a song which becomes popular and inspires other people at some point in their lives."	5.8	187	6	
tt0003419	Lo studente di Praga	Der Student von Prag	1913	8/22/1913	"Drama, Fantasy, Horror"	85	Germany	"German, English"	"Paul Wegener, Stellan Rye"	"Hanns Heinz Ewers, Hanns Heinz Ewers"	Deutsche Bioscop GmbH	"Paul Wegener, Grete Berger, Lyda Salmonova, John Gottowt, Lothar Körner, Fritz Weidemann"	"Balduin, a student of Prague, leaves his roystering companions in the beer garden, when he finds he has reached the end of his resources. He is scarcely seated in a quiet corner when a ..."	6.5	1768	20	26
tt0003471	Traffic in Souls	Traffic in Souls	1913	11/24/1913	"Crime, Drama"	88	USA	English	George Loane Tucker		Independent Moving Pictures Co. of America (IMP)	"Jane Gail, Ethel Grandin, William H. Turner, Matt Moore, William Welsh, Millie Liston, Irene Wallace, William Cavanaugh, Arthur Hunter, Howard Crampton, W.H. Bainbridge, Luray Huntley, William Powers, Jack Poulton, Edward Boring"	"A woman, with the aid of her police officer sweetheart, endeavors to uncover the prostitution ring that has kidnapped her sister, and the philanthropist who secretly runs it."	6	552	14	11
tt0003489	Gli ultimi giorni di Pompei	Gli ultimi giorni di Pompei	1913	8/24/1913	"Adventure, Drama"	88	Italy	Italian	"Mario Caserini, Eleuterio Rodolfi"	"Edward George Bulwer-Lytton, Mario Caserini"	Società Anonima Ambrosio	"Fernanda Negri Pouget, Eugenia Tettoni Fior, Ubaldo Stefani, Antonio Grisanti, Cesare Gani Carini, Vitale Di Stefano, Maria Brioschi, Carlo Campogalliani, Ersilia Scalpellini, Ercole Vaser, Cesare Zocchi"	Two love triangles intersect in ancient Pompei.	6.2	474	13	7
tt0003637	Assunta Spina	Assunta Spina	1915	5/1/1916	Drama	72	Italy		"Francesca Bertini, Gustavo Serena"	"Salvatore Di Giacomo, Francesca Bertini"	Caesar Film	"Francesca Bertini, Gustavo Serena, Carlo Benetti, Luciano Albertini, Amelia Cipriani, Antonio Cruichi, Alberto Collo, Alberto Albertini"	Assunta Spina is a tragedy set in Naples at the beginning of the twentieth century. Assunta and Michele are in love but others come between them and there is much jealousy. They fight and ...	6.4	378	7	2
tt0003643	The Avenging Conscience: or 'Thou Shalt Not Kill'	The Avenging Conscience: or 'Thou Shalt Not Kill'	1914	8/24/1914	"Crime, Drama, Horror"	78	USA	English	D.W. Griffith	"Edgar Allan Poe, D.W. Griffith"	Majestic Motion Picture Company	"Henry B. Walthall, Spottiswoode Aitken, Blanche Sweet, George Siegmann, Ralph Lewis, Mae Marsh, Robert Harron, George Beranger"	"Prevented from dating his sweetheart by his uncle, a young man turns his thoughts to murder."	6.4	1105	14	11
tt0003657	The Bargain	The Bargain	1914	12/3/1914	Western	70	USA	English	Reginald Barker	"William H. Clifford, Thomas H. Ince"	New York Motion Picture	"William S. Hart, J. Frank Burke, Clara Williams, J. Barney Sherry, Joseph J. Dowling"	"After the bandit Jim Stokes robs the stage he is wounded fleeing. Recuperating at a ranch, he falls in love with and marries the daughter. Now wishing to go straight he tries to return the ..."	6.5	144	8	3
tt0003740	Cabiria	Cabiria	1914	4/18/1914	"Adventure, Drama, History"	148	Italy	Italian	Giovanni Pastrone	"Gabriele D'Annunzio, Titus Livius"	Itala Film	"Carolina Catena, Lidia Quaranta, Gina Marangoni, Dante Testa, Umberto Mozzato, Bartolomeo Pagano, Raffaele di Napoli, Emilio Vardannes, Edoardo Davesnes, Italia Almirante-Manzini, Alex Bernard, Luigi Chellini, Vitale Di Stefano, Enrico Gemelli, Ignazio Lupi"	"Cabiria is a Roman child when her home is destroyed by a volcano. Sold in Carthage to be sacrificed in a temple, is saved by Fulvio, a Roman spy. But danger lurks, and hatred between Rome and Carthage can only lead to war."	7.1	3073	31	26
tt0003772	Cinderella	Cinderella	1914	12/28/1914	"Fantasy, Drama"	52	USA	English	James Kirkwood	Charles Perrault	Famous Players Film Company	"Mary Pickford, Owen Moore, Isabel Vernon, Georgia Wilson, Lucille Carney, W.N. Cone, Inez Ranous"	"Though mistreated by her cruel stepmother and stepsisters, Cinderella is able to attend the royal ball through the help of a fairy godmother."	6	929	10	3
tt0003883	L'enfant de Paris	L'enfant de Paris	1913	9/17/1913	"Crime, Drama"	124	France	French	Léonce Perret	Léonce Perret	Société des Etablissements L. Gaumont	"Léonce Perret, Louis Leubas, Maurice Lagrenée, Émile Keppens, Marc Gérard, Henri Duval, Marie Dorly, Suzanne Le Bret, Jeanne Marie-Laurent, Adrien Petit, Suzanne Privat"	"The young daughter of an army captain missing in action runs away from school and is kidnapped by Parisian lowlifes. When the kidnapper flees to Nice with the child, the kind-hearted employee of one of his accomplices sets off in pursuit."	7.5	303	7	4
tt0003930	Fantômas contre Fantômas	Fantômas contre Fantômas	1914	1/10/1914	"Crime, Drama"	59	France	French	Louis Feuillade	"Marcel Allain, Louis Feuillade"	Société des Etablissements L. Gaumont	"René Navarre, Georges Melchior, Laurent Morléas, Renée Carl, Jane Faber, Yvette Andréyor, Edmund Breon, Naudier"	"The mystery of the drama is the appearance of the finger-print of a dead artist upon the neck of Princess Sonia Danidoff, whom Fantomas, as Nanteuil, relieves of her pearl necklace, and ..."	6.9	1161	5	18
tt0003973	A Florida Enchantment	A Florida Enchantment	1914	9/4/1916	Comedy	63	USA	English	Sidney Drew	"Marguerite Bertsch, Archibald Clavering Gunter"	Vitagraph Company of America	"Sidney Drew, Edith Storey, Charles Kent, Mrs. Sidney Drew, Ada Gifford, Ethel Lloyd, Lillian Burns, Grace Stevens, Allan Campbell, Cortland Van Deusen, Frank O'Neil"	"A young woman discovers a seed that can make women act like men and men act like women. She decides to take one, then slips one to her maid and another to her fiancé. The fun begins."	5.8	202	6	3
tt0004026	Der Golem	Der Golem	1915	4/8/1915	Horror	60	Germany	German	"Henrik Galeen, Paul Wegener"	"Henrik Galeen, Paul Wegener"	Deutsche Bioscop GmbH	"Paul Wegener, Henrik Galeen, Lyda Salmonova, Rudolf Blümner, Robert A. Dietrich, Carl Ebert, Jakob Tiedtke"	"In this version of the golem legend, the golem, a clay statue brought to life by Rabbi Loew in 16th century Prague to save the Jews from the ongoing brutal persecution by the city's rulers,..."	6.8	1040	5	
tt0004066	Det hemmelighedsfulde X	Det hemmelighedsfulde X	1914	3/23/1914	"Drama, Mystery"	84	Denmark	Danish	Benjamin Christensen	"Benjamin Christensen, Laurids Skands"	Dansk Biograf Compagni	"Benjamin Christensen, Karen Caspersen, Otto Reinwald, Fritz Lamprecht, Amanda Lund, Hermann Spiro, Bjørn Spiro, Holger Bjerre, Otto Lagoni, Charles Løwaas, Holger Rasmussen, Svend Rindom, Robert Schmidt, Finn Wennerwald"	"On the brink of war, Lt. van Hauen is summoned to take command of the cruiser, but due to unforeseen events, he is wrongfully convicted as a traitor."	7	503	7	4
tt0004099	"His Majesty, the Scarecrow of Oz"	"His Majesty, the Scarecrow of Oz"	1914	10/14/1914	"Family, Fantasy, Adventure"	59	USA	English	J. Farrell MacDonald	"L. Frank Baum, L. Frank Baum"	The Oz Film Manufacturing Company	"Violet MacMillan, Frank Moore, Pierre Couderc, Fred Woodward, Raymond Russell, Arthur Smollet, J. Charles Haydon, Todd Wright, Vivian Reed, Mai Wells, Mildred Harris, Louise Emmons, Jacqueline Lovell"	"A wicked king has taken over the Emerald City, and wants his daughter, Princess Gloria, to marry the horrid courtier Googly-Goo, though she loves Pon, the Gardener's Boy. The camera now ..."	5.2	415	11	7
tt0004134	Hypocrites	Hypocrites	1915	1/20/1915	Drama	54	USA	English	Lois Weber	Lois Weber	Hobart Bosworth Productions	"Courtenay Foote, Myrtle Stedman, Herbert Standing, Adele Farrington"	"The parallel stories of a modern preacher and a medieval monk, Gabriel the Ascetic, who is killed by an ignorant mob for making a nude statue representing Truth, which is also represented by a ghostly naked girl who flits throughout the film."	6.6	456	41	9
tt0004150	In the Land of the Head Hunters	In the Land of the Head Hunters	1914	12/7/1914	"Drama, History"	65	"USA, Canada"	English	Edward S. Curtis	Edward S. Curtis	Seattle Film Co.	"Stanley Hunt, Sarah Constance Smith Hunt, Mrs. George Walkus, Paddy 'Malid, Balutsa, Kwagwanu, Francine Hunt, Bob Wilson, Awidi, Alfred Charlie"	"In 1911, as part of his massive undertaking, famed Northwest photographer Edward S. Curtis travelled to Vancouver Island, British Columbia, to visit the Kwakwaka'wakw. By the next year, ..."	5.8	402	8	11
tt0004181	Judith of Bethulia	Judith of Bethulia	1914	3/8/1914	Drama	61	USA	English	D.W. Griffith	"Thomas Bailey Aldrich, D.W. Griffith"	Biograph Company	"Blanche Sweet, Henry B. Walthall, Mae Marsh, Robert Harron, Kate Bruce, Lillian Gish, J. Jiquel Lanoe, Gertrude Bambrick, Dorothy Gish, Harry Carey"	"A religious woman seeks to save her people from destruction by seducing and murdering the enemy leader, but her plans get complicated once she falls for him."	6.1	1239	16	9
tt0004457	The Patchwork Girl of Oz	The Patchwork Girl of Oz	1914	9/28/1914	"Adventure, Family, Fantasy"	81	USA	English	J. Farrell MacDonald	"L. Frank Baum, L. Frank Baum"	The Oz Film Manufacturing Company	"Violet MacMillan, Frank Moore, Raymond Russell, Leontine Dranet, Bobbie Gould, Marie Wayne, Richard Rosson, Frank Bristol, Fred Woodward, Todd Wright, Bert Glennon, Hal Roach, Dave Anderson, Jessie May Walsh, William Cook"	"Ojo and Unc Nunkie are out of food, so they decide to journey to the Emerald City where they will never starve. Along the way, they meet Mewel, a waif and stray (mule) who leads them to Dr...."	5.5	382	16	5
tt0004465	The Perils of Pauline	The Perils of Pauline	1914	3/23/1914	"Action, Adventure, Drama"	199	USA	English	"Louis J. Gasnier, Donald MacKenzie"	"Charles W. Goddard, Basil Dickey"	Pathé Frères	"Pearl White, Crane Wilbur, Paul Panzer, Edward José, Francis Carlyle, Clifford Bruce, Donald MacKenzie, Jack Standing, Eleanor Woodruff, Leroy Baker, Louise Du Pre, Oscar Nye, Sam J. Ryan, Louis J. Gasnier, Joe Cuny"	"Young Pauline is left a lot of money when her wealthy uncle dies. However, her uncle's secretary has been named as her guardian until she marries, at which time she will officially take ..."	6.3	939	5	8
tt0004635	The Squaw Man	The Squaw Man	1914	2/15/1914	"Action, Drama, Romance"	74	USA	English	"Oscar Apfel, Cecil B. DeMille"	"Edwin Milton Royle, Cecil B. DeMille"	Jesse L. Lasky Feature Play Company	"Dustin Farnum, Monroe Salisbury, Winifred Kingston, Mrs. A.W. Filson, Haidee Fuller, Red Wing, Foster Knox, Fred Montague, 'Baby' Carmen De Rue, Fernando Gálvez, Eugene De Rue, H.R. Macy, H.L. Swisher, Michael J. Kilpatrick, Sydney Deane"	A chivalrous British officer takes the blame for his cousin's embezzlement and journeys to the American West to start a new life on a cattle ranch.	5.7	879	8	3
tt0004681	La madonnina del porto	Tess of the Storm Country	1914	3/30/1914	Drama	80	USA	English	Edwin S. Porter	"Grace Miller White, B.P. Schulberg"	Famous Players Film Company	"Mary Pickford, Harold Lockwood, Olive Carey, David Hartford, Louise Dunlap, William Walters, Richard Garrick, Eugene Walter, Jack Henry, H.R. Macy, H.L. Griffith"	"A wealthy resident attempts to dispossess squatters who live near his home, which leads to a false accusation of murder."	6.1	178	5	3
tt0004707	Tillie's Punctured Romance	Tillie's Punctured Romance	1914	12/21/1914	Comedy	82	USA	"None, English"	"Mack Sennett, Charles Bennett"		Keystone Film Company	"Marie Dressler, Charles Chaplin, Mabel Normand, Mack Swain, Charles Bennett, Chester Conklin"	A con man from the city dupes a wealthy country girl into marriage.	6.3	3250	38	18
tt0004712	A tolonc	A tolonc	1915	3/20/1915	Drama	67	Hungary	Hungarian	Michael Curtiz	"Jenö Janovics, Ede Tóth"	ProJa Filmgyár	"Lili Berky, Victor Varconi, Mari Jászai, Andor Szakács, Gyula Nagy, Marcsa Simon, István Szentgyörgyi, Alajos Mészáros, Kató Berky, Elemér Hetényi, Zoltán Gálosi, Endre Kertész, Fülöp Erdõs, Adorján Nagy, Mihály Fekete"	"Betty (Lili Berky, Duel For Nothing), a young woman living in the country, is told by her dying father that he is really her uncle and raised her as his own when her mother was sent to ..."	6.3	165	1	9
tt0004743	Uncle Tom's Cabin	Uncle Tom's Cabin	1914	8/10/1914	Drama	54	USA		William Robert Daly	"Harriet Beecher Stowe, George L. Aiken"	World Film	"Sam Lucas, Walter Hitchcock, Hattie Delaro, Master Abernathy, Teresa Michelena, Irving Cummings, Paul Scardon, Marie Eline, Garfield Thompson, Roy Applegate, Boots Wall"	A black and white silent film based on Harriet Beecher Stowe's novel documenting the life and times of Uncle Tom.	5.3	112	4	
tt0004766	The Virginian	The Virginian	1914	9/7/1914	Western	55	USA	English	Cecil B. DeMille	"Owen Wister, Kirk La Shelle"	Jesse L. Lasky Feature Play Company	"Dustin Farnum, Jack W. Johnston, Sydney Deane, William Elmer, Winifred Kingston, James Griswold, Horace B. Carpenter, Tex Driscoll"	"A good-natured but chivalrous cowboy romances the local schoolmarm and leads the posse that brings a gang of rustlers, which includes his best friend, to justice."	5.6	174	12	
tt0004825	The Wishing Ring: An Idyll of Old England	The Wishing Ring: An Idyll of Old England	1914	11/9/1914	"Comedy, Drama"	54	USA	English	Maurice Tourneur	"Owen Davis, Maurice Tourneur"	Shubert Film Corporation	"Vivian Martin, Alec B. Francis, Chester Barnett, Gyp Williams, Simeon Wiltsie, Walter Morton, Johnny Hines"	"After being expelled from college, Giles runs away from home and meets a young lady who he falls for."	6.4	242	6	2
tt0004838	The Wrath of the Gods	The Wrath of the Gods	1914	6/8/1914	"Drama, Romance"	56	USA	English	Reginald Barker	"William H. Clifford, Thomas H. Ince"	New York Motion Picture	"Sessue Hayakawa, Tsuru Aoki, Frank Borzage, Kisaburô Kurihara, Henry Kotani, Gladys Brockwell, Herschel Mayall"	An American sailor falls in love with a fisherman's daughter and convinces her that Jesus is more powerful than the gods who have cursed her.	5.7	138	5	2
tt0004872	Alias Jimmy Valentine	Alias Jimmy Valentine	1915	2/22/1915	"Crime, Drama"	65	USA	English	Maurice Tourneur	"Paul Armstrong, O. Henry"	Peerless Productions	"Robert Warwick, Robert Cummings, Alec B. Francis, Frederick Truesdell, Ruth Shepley, Johnny Hines, D.J. Flanagan, Walter Craven, John Boone, George Cummings, Thomas Mott Osborne"	"After robbing a bank, a criminal is wrongfully pardoned from prison."	6.6	206	4	3
tt0004873	Alice in Wonderland	Alice in Wonderland	1915	1/19/1915	"Adventure, Family, Fantasy"	52	USA	English	W.W. Young	"Lewis Carroll, W.W. Young"	Nonpareil Feature Film Corp.	"Viola Savoy, Herbert Rice, Harry Marks, Louis Merkle, William Tilden"	Alice goes with her sister to a picnic and then she falls asleep and starts dreaming about a wonderland full of talking animals and walking playing cards.	6.2	394	11	8
tt0004972	Nascita di una nazione	The Birth of a Nation	1915	3/21/1915	"Drama, History, War"	195	USA	None	D.W. Griffith	"Thomas Dixon Jr., Thomas Dixon Jr."	David W. Griffith Corp.	"Henry B. Walthall, Lillian Gish, Mae Marsh, Miriam Cooper, Mary Alden, Ralph Lewis, George Siegmann, Walter Long, Robert Harron, Wallace Reid, Joseph Henabery, Elmer Clifton, Josephine Crowell, Spottiswoode Aitken, George Beranger"	"The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan."	6.3	22213	368	97
tt0005060	Carmen	Carmen	1915	10/31/1915	Drama	59	USA	English	Cecil B. DeMille	"Prosper Mérimée, William C. de Mille"	Jesse L. Lasky Feature Play Company	"Geraldine Farrar, Wallace Reid, Pedro de Cordoba, Horace B. Carpenter, William Elmer, Jeanie Macpherson, Anita King, Milton Brown, Tex Driscoll"	"In order to help her smuggler kinsmen, a sultry gypsy seduces and corrupts an officer of the Civil Guard turning him into a traitor and murderer."	6.4	894	20	8
tt0005078	The Cheat	The Cheat	1915	12/13/1915	"Drama, Romance"	59	USA	English	Cecil B. DeMille	"Hector Turnbull, Jeanie Macpherson"	Jesse L. Lasky Feature Play Company	"Fannie Ward, Sessue Hayakawa, Jack Dean, James Neill, Yutaka Abe, Dana Ong, Hazel Childers, Arthur H. Williams"	"A venal, spoiled stockbroker's wife impulsively embezzles $10,000 from the charity she chairs and desperately turns to a Burmese ivory trader to replace the stolen money."	6.6	2305	38	19
tt0005149	The Coward	The Coward	1915	11/14/1915	"Drama, History, War"	77	USA	English	"Reginald Barker, Thomas H. Ince"	"Thomas H. Ince, Thomas H. Ince"	Kay-Bee Pictures	"Frank Keenan, Charles Ray, Gertrude Claire, Patricia Palmer, Nick Cogley, Charles K. French, Minnie Devereaux"	"Colonel Winslow, veteran of the Mexican War, hopes for a great future for his only son, Frank. At the outbreak of the Civil War, a recruiting station is opened in the Virginia village where..."	6	244	15	3
tt0005339	La vampira	A Fool There Was	1915	1/12/1915	Drama	67	USA	English	Frank Powell	"Porter Emerson Browne, Roy L. McCardell"	Fox Film Corporation	"Runa Hodges, Mabel Frenyear, Edward José, May Allison, Clifford Bruce, Theda Bara, Victor Benoit, Frank Powell, Minna Gale, Creighton Hale"	A married diplomat falls hopelessly under the spell of a predatory woman.	5.8	783	20	14
tt0005402	The Golden Chance	The Golden Chance	1915	12/30/1915	Drama	74	USA	English	Cecil B. DeMille	"Cecil B. DeMille, Jeanie Macpherson"	Jesse L. Lasky Feature Play Company	"Cleo Ridgely, Wallace Reid, Horace B. Carpenter, Ernest Joy, Edythe Chapman, Raymond Hatton, William Elmer, Mrs. Lewis McCord"	Mary Denby becomes a seamstress after her husband Steve wastes their money on booze. Her employer provides her as an escort to accompany millionaire Roger Manning. Her husband tries ...	6.4	187	10	1
tt0005529	Hævnens Nat	Hævnens Nat	1916	9/25/1916	"Crime, Drama, Horror"	100	Denmark		Benjamin Christensen	Benjamin Christensen	Dansk Biograf Compagni	"Benjamin Christensen, Karen Caspersen, Peter Fjelstrup, Charles Wilken, Ulla Johansen, Jon Iversen, Aage Schmidt, Mathilde Nielsen, Carl Gottschalksen, Grethe Brandes, Elith Pio, Fritz Lamprecht, Osvald Helmuth, Otto Reinwald, Jørgen Lund"	"A criminal escapes from prison, however a betrayal leads to his second arrest."	6.8	268	7	2
tt0005557	The Italian	The Italian	1915	1/1/1915	Drama	72	USA	English	Reginald Barker	"Thomas H. Ince, C. Gardner Sullivan"	New York Motion Picture	"George Beban, Clara Williams, J. Frank Burke, Leo Willis, Fanny Midgley"	An immigrant leaves his sweetheart in Italy to find a better life across the sea in the grimy slums of New York. They are eventually reunited and marry. But life in New York is hard and ...	6.6	293	13	3
